Temperature_K,Pressure_bar,Particle_Size_um,Material,Material_Label,Diffusivity_theoretical,Diffusivity_with_noise
502.11,18.094,162.51,TiFeH2,1,1.3321119599776678e-12,1.3274655543147353e-12
603.99,14.695,147.43,TiFeH2,1,5.424062314231273e-12,5.320842789129349e-12
611.35,30.69,168.89,MgH2,0,6.35666530588047e-13,6.473557778913531e-13
555.61,28.538,103.41,TiFeH2,1,3.0631910147384208e-12,3.2438697348628632e-12
599.67,35.485,120.71,TiFeH2,1,5.399331950113152e-12,5.6425020730396904e-12
520.13,24.956,175.24,TiFeH2,1,1.8094279375824916e-12,1.9085597639475147e-12
563.54,28.82,142.86,LaNi5H6,2,7.381060461054622e-11,7.547034796447521e-11
609.73,10.228,166.39,MgH2,0,5.729591398376067e-13,5.825051014023954e-13
340.57,8.768,65.68,LaNi5H6,2,1.4036583918163775e-12,1.4074034453653765e-12
686.71,23.885,153.82,LaNi5H6,2,2.1378890819972768e-10,2.1454638452487777e-10
491.75,30.568,43.5,MgH2,0,3.295128147863112e-14,3.215724776768646e-14
459.68,7.415,61.9,TiFeH2,1,5.887008300412606e-13,5.985968176109106e-13
668.39,17.754,70.89,MgH2,0,1.7483296593724124e-12,1.7826664794836932e-12
595.91,33.595,23.77,TiFeH2,1,5.17127611490659e-12,5.292467226146214e-12
329.91,32.797,32.32,LaNi5H6,2,1.0814689598033614e-12,1.0576140279570342e-12
663.04,8.19,120.77,TiFeH2,1,9.796575173672182e-12,9.799749876761912e-12
481.73,17.977,46.54,MgH2,0,2.3230910457202973e-14,2.312929116633542e-14
670.27,4.254,158.72,TiFeH2,1,1.0109771166982997e-11,9.951327062886352e-12
474.04,45.568,98.35,MgH2,0,1.910589939571348e-14,1.8648571361375417e-14
631.05,10.712,128.14,MgH2,0,8.708648035503492e-13,8.499585174915533e-13
432.13,39.711,57.29,LaNi5H6,2,1.2186289550708117e-11,1.2166776311440223e-11
344.85,48.292,77.46,LaNi5H6,2,1.7082334754240305e-12,1.7324225517867467e-12
548.74,33.483,190.63,TiFeH2,1,2.798646663592035e-12,2.9180056115645006e-12
488.44,8.111,148.92,MgH2,0,2.7085031174108405e-14,2.7510768011948777e-14
321.35,49.881,94.35,MgH2,0,1.0902233895143324e-17,1e-16
654.36,10.353,118.02,LaNi5H6,2,1.618805433585006e-10,1.5958899647363778e-10
650.0,7.584,130.12,MgH2,0,1.2003665990745403e-12,1.150286628875683e-12
526.13,44.094,85.07,LaNi5H6,2,4.922071340497586e-11,4.770388272096429e-11
433.46,6.421,165.65,MgH2,0,3.838785412131613e-15,3.951816116450011e-15
699.76,34.531,68.11,LaNi5H6,2,2.386147155424064e-10,2.2954786028413947e-10
523.04,31.425,16.22,LaNi5H6,2,4.6817293645251375e-11,4.708234174289442e-11
493.39,16.78,133.35,LaNi5H6,2,3.083502783367545e-11,2.9783889921532163e-11
389.77,13.874,41.91,TiFeH2,1,1.1780739946146124e-13,1.265433214379212e-13
667.66,40.976,35.7,LaNi5H6,2,1.9088607180303434e-10,1.91052369294979e-10
380.61,2.675,104.86,TiFeH2,1,8.290173894625676e-14,8.207493702036273e-14
602.52,15.671,122.3,LaNi5H6,2,1.0588081615228181e-10,1.0246482650616914e-10
594.98,36.783,122.01,LaNi5H6,2,1.023465332293083e-10,1.0463833274286707e-10
364.78,47.325,175.87,TiFeH2,1,5.946802436991683e-14,6.049092637038804e-14
574.44,4.827,195.36,MgH2,0,2.561474087217096e-13,2.620761960786285e-13
524.31,32.771,74.86,TiFeH2,1,1.9643559917458087e-12,2.026656874068049e-12
502.59,35.771,161.7,LaNi5H6,2,3.6068232455673855e-11,3.4981978336199336e-11
646.51,41.97,34.2,LaNi5H6,2,1.6201481139174437e-10,1.595037854905951e-10
359.11,42.815,152.55,MgH2,0,1.2350027296746355e-16,1.2911843122116004e-16
301.72,14.702,54.97,TiFeH2,1,5.052183692008585e-15,5.2157243390946475e-15
323.32,14.626,146.67,MgH2,0,1.158159733334599e-17,1e-16
361.78,25.387,107.14,LaNi5H6,2,2.62282682140782e-12,2.6474737763711116e-12
342.1,3.613,95.63,LaNi5H6,2,1.4071672002370472e-12,1.3141804951327712e-12
489.57,30.72,62.67,TiFeH2,1,1.1081896397888955e-12,1.127485303645843e-12
571.18,46.465,95.68,LaNi5H6,2,8.170168586870409e-11,8.314743865472494e-11
671.19,18.403,176.72,TiFeH2,1,1.1013207835033074e-11,1.1074121900952662e-11
370.71,17.372,196.65,MgH2,0,2.227604181354332e-16,2.2519094469679766e-16
507.57,6.325,47.62,TiFeH2,1,1.3857218390554499e-12,1.4219713038479075e-12
573.04,29.794,37.39,TiFeH2,1,3.875321872701255e-12,3.841210930211703e-12
463.61,8.658,136.55,TiFeH2,1,6.396750027315693e-13,6.703803102030321e-13
500.42,28.723,140.07,MgH2,0,4.244000920197006e-14,4.2824478434707364e-14
624.88,5.428,32.44,LaNi5H6,2,1.2362805020877968e-10,1.2229803237152433e-10
440.82,40.54,190.59,TiFeH2,1,4.318623866252935e-13,4.2968743173704514e-13
531.61,5.521,168.83,LaNi5H6,2,4.786754206796525e-11,4.5528258783741145e-11
341.4,26.027,82.77,LaNi5H6,2,1.507604009214528e-12,1.4640731825324654e-12
392.83,20.123,45.25,LaNi5H6,2,5.430093677015168e-12,5.40250730671637e-12
670.71,32.856,13.15,MgH2,0,1.8963317837684094e-12,1.8052961474050116e-12
630.16,1.933,51.95,MgH2,0,7.612445574590771e-13,7.522914126316583e-13
639.92,49.466,138.09,TiFeH2,1,8.528219654830599e-12,8.868106427987199e-12
668.76,3.08,15.89,TiFeH2,1,9.845238376651822e-12,9.868458667566542e-12
580.11,36.996,108.84,MgH2,0,3.345775752417157e-13,3.2742761500873554e-13
623.3,3.847,41.08,MgH2,0,7.037148271530501e-13,6.810249637637389e-13
383.2,32.915,33.53,TiFeH2,1,1.0231791763654776e-13,1.0462052588292592e-13
367.89,39.451,14.94,TiFeH2,1,6.539694806398554e-14,6.339627194755219e-14
361.45,49.938,140.23,MgH2,0,1.4264764964285367e-16,1.386721060058082e-16
355.6,33.754,161.33,LaNi5H6,2,2.254991248558138e-12,2.2065636804298813e-12
491.77,2.07,167.36,TiFeH2,1,9.927738251966854e-13,1.0173662319061321e-12
426.54,15.657,176.22,TiFeH2,1,2.99234797895421e-13,2.881974559686263e-13
490.45,38.734,70.74,TiFeH2,1,1.1380471329907654e-12,1.1555109340494043e-12
421.43,5.568,164.2,LaNi5H6,2,9.140754850891658e-12,8.811851709164577e-12
518.91,43.157,151.67,TiFeH2,1,1.826041730451343e-12,1.7914768642510783e-12
308.46,16.074,197.52,TiFeH2,1,6.845660475711863e-15,6.963103089839333e-15
478.85,10.981,100.92,LaNi5H6,2,2.4621992624710814e-11,2.4754132736897622e-11
334.72,16.855,134.15,LaNi5H6,2,1.2130590676726479e-12,1.191481444569152e-12
628.66,14.882,162.04,LaNi5H6,2,1.3312113661479275e-10,1.332057962403645e-10
523.7,14.607,38.47,LaNi5H6,2,4.562478501066278e-11,4.732590108272402e-11
342.11,15.648,48.48,MgH2,0,4.1534395038710573e-17,1e-16
545.75,35.211,70.48,MgH2,0,1.4884113231927465e-13,1.4356555185081326e-13
390.9,12.801,180.49,MgH2,0,6.175748522186336e-16,6.253094577153994e-16
334.22,46.799,70.42,LaNi5H6,2,1.2508904903110952e-12,1.244704422232115e-12
639.42,6.047,90.46,MgH2,0,9.796975992500038e-13,9.893486386896134e-13
476.39,23.312,165.66,TiFeH2,1,8.579157719161149e-13,8.880098299621561e-13
475.68,19.161,199.67,LaNi5H6,2,2.4009370769987007e-11,2.179592507520074e-11
490.12,30.164,170.85,TiFeH2,1,1.1130964668521853e-12,1.1148272906399393e-12
565.15,49.291,198.44,MgH2,0,2.410247697722925e-13,2.500542164101906e-13
599.44,17.689,45.58,MgH2,0,4.851464126111257e-13,4.774803901250328e-13
684.76,26.124,109.18,MgH2,0,2.3347919657493964e-12,2.303471362576678e-12
322.08,19.873,38.69,TiFeH2,1,1.2403460743638676e-14,1.3541924008422637e-14
688.28,1.266,66.0,MgH2,0,1.999639502004905e-12,1.9806710593891903e-12
605.57,17.206,20.03,MgH2,0,5.500610558674875e-13,5.291365036488712e-13
541.36,19.109,110.63,TiFeH2,1,2.458397049449215e-12,2.3951786511920972e-12
683.63,26.054,108.87,LaNi5H6,2,2.1018903503364303e-10,2.0351841529684085e-10
635.05,7.804,169.61,LaNi5H6,2,1.3646844481086497e-10,1.4399946413741496e-10
518.32,5.3,103.91,TiFeH2,1,1.626545620810725e-12,1.5037693121439122e-12
334.54,14.266,124.61,LaNi5H6,2,1.1981697092159082e-12,1.193213521348979e-12
354.96,1.081,77.13,MgH2,0,7.529372671460851e-17,1e-16
464.74,39.358,191.82,TiFeH2,1,7.049133503860901e-13,7.014501652867973e-13
481.97,38.143,134.26,LaNi5H6,2,2.717447262669756e-11,2.662145862028079e-11
349.5,17.978,170.74,MgH2,0,6.597101370880055e-17,1e-16
357.56,36.314,38.94,MgH2,0,1.1245663171540052e-16,1.1693903295251032e-16
583.07,42.701,178.54,LaNi5H6,2,9.159153042734122e-11,9.260010025506488e-11
508.31,22.62,161.18,LaNi5H6,2,3.8137123110193774e-11,3.910718655089593e-11
452.41,16.494,28.8,MgH2,0,8.480080319598816e-15,8.470276092924519e-15
639.51,13.197,101.06,LaNi5H6,2,1.4528337523890197e-10,1.4225125692190362e-10
312.33,8.274,28.97,MgH2,0,4.984410708726927e-18,1e-16
674.76,38.16,167.27,LaNi5H6,2,1.9989675193127162e-10,2.013646514537064e-10
528.49,32.092,195.86,MgH2,0,9.400946517579355e-14,9.314486307283911e-14
532.69,47.495,140.86,TiFeH2,1,2.2638959497779724e-12,2.2071954654751662e-12
336.02,21.502,81.67,MgH2,0,2.8501632798499564e-17,1e-16
398.35,30.467,93.05,TiFeH2,1,1.544250134279567e-13,1.5700041511490207e-13
637.09,30.226,199.66,TiFeH2,1,8.065088134043128e-12,8.195121676059987e-12
521.61,45.448,40.64,MgH2,0,8.048908344333647e-14,8.139710744268501e-14
412.55,15.931,178.64,MgH2,0,1.7059242909353523e-15,1.785345990741451e-15
616.74,4.991,63.01,LaNi5H6,2,1.1459165237093168e-10,1.201731384956968e-10
398.54,26.797,10.74,TiFeH2,1,1.547231261076426e-13,1.4881447073281476e-13
406.41,49.395,134.89,TiFeH2,1,1.94699532601102e-13,1.913310448137236e-13
328.72,22.126,53.69,TiFeH2,1,1.6226392113155458e-14,1.6044568575815205e-14
598.72,10.389,75.06,MgH2,0,4.605123179325605e-13,4.4266448699738006e-13
369.86,29.169,125.94,MgH2,0,2.207702184821697e-16,2.2021752829901952e-16
486.95,34.09,75.05,MgH2,0,2.852089197548655e-14,2.9532696921783137e-14
665.26,42.779,86.41,TiFeH2,1,1.0902493634089138e-11,1.1718194333204111e-11
628.04,3.684,147.48,LaNi5H6,2,1.2433452500310495e-10,1.2641670024626332e-10
336.0,21.83,108.15,TiFeH2,1,2.1355846632288815e-14,2.0454736281928077e-14
587.79,37.392,36.18,MgH2,0,3.9774653357592507e-13,3.7184589092674677e-13
527.99,3.971,154.4,TiFeH2,1,1.8540726845722224e-12,1.981985014627174e-12
432.01,9.713,148.74,LaNi5H6,2,1.1406161789228816e-11,1.1926120119276613e-11
662.36,21.886,177.59,TiFeH2,1,1.0219372050418716e-11,1.0506754169712063e-11
434.74,13.964,37.71,TiFeH2,1,3.6030300296183075e-13,3.5141910075993343e-13
472.78,16.688,49.76,TiFeH2,1,7.921031874108344e-13,7.996598207939699e-13
360.24,4.521,83.23,TiFeH2,1,4.570731389354539e-14,4.627347859170662e-14
461.05,2.523,39.03,LaNi5H6,2,1.756593321187464e-11,1.6649615723402112e-11
356.07,29.215,44.39,LaNi5H6,2,2.277281004713529e-12,2.343463837068897e-12
431.94,47.963,40.46,MgH2,0,4.15168748289219e-15,4.172824539069219e-15
603.41,16.381,23.65,MgH2,0,5.245239502647893e-13,5.433063961173749e-13
476.49,10.138,46.67,TiFeH2,1,8.273625153745151e-13,8.140770036152446e-13
629.77,36.464,78.51,TiFeH2,1,7.574541021666633e-12,7.62668272996974e-12
340.32,40.11,48.47,LaNi5H6,2,1.489857596546739e-12,1.561440995059819e-12
527.5,23.469,176.89,MgH2,0,8.984374417901937e-14,9.332221659428025e-14
478.74,22.69,54.18,TiFeH2,1,8.987156114533333e-13,9.048402540509006e-13
335.36,30.015,168.81,TiFeH2,1,2.113664245052047e-14,2.067619481230962e-14
677.81,7.266,35.44,LaNi5H6,2,1.9084495450810946e-10,1.9215827884277696e-10
532.98,35.218,169.73,TiFeH2,1,2.2378553672771616e-12,2.2928695217347177e-12
424.49,24.285,101.87,LaNi5H6,2,1.035802184279357e-11,1.0088655572436673e-11
416.94,39.994,144.76,LaNi5H6,2,9.152438079913235e-12,9.676309493263866e-12
586.76,40.194,133.98,MgH2,0,3.884625880438768e-13,3.9537980183173514e-13
593.39,27.321,47.69,TiFeH2,1,4.962200426811406e-12,4.9435855631988975e-12
659.35,31.387,27.62,MgH2,0,1.5599231936014586e-12,1.5054119226746122e-12
346.2,15.522,14.41,MgH2,0,5.379736720836108e-17,1e-16
405.15,22.026,52.9,TiFeH2,1,1.8169917770731648e-13,1.9440553568844356e-13
454.99,49.03,85.05,MgH2,0,9.941301024247023e-15,1.0205767185121447e-14
338.02,42.219,179.68,MgH2,0,3.3713640222695404e-17,1e-16
677.03,30.504,107.67,TiFeH2,1,1.1958218059676821e-11,1.2226852451717594e-11
371.71,14.623,93.22,MgH2,0,2.339220140836808e-16,2.3213979024915013e-16
406.35,46.132,18.58,MgH2,0,1.3978382789500606e-15,1.362778099794461e-15
337.67,49.855,33.95,MgH2,0,3.3581946319949075e-17,1e-16
540.8,10.312,187.05,TiFeH2,1,2.354710755084533e-12,2.352772826660199e-12
400.68,31.85,21.71,LaNi5H6,2,6.55634522811872e-12,6.7130963668945946e-12
614.77,35.769,173.21,MgH2,0,6.866156399868004e-13,6.493196668749966e-13
357.55,5.156,128.84,MgH2,0,9.822737398065498e-17,1.009418405464154e-16
411.23,41.174,129.21,LaNi5H6,2,8.195938376455193e-12,8.242566831765224e-12
618.42,27.802,86.81,TiFeH2,1,6.608718677804759e-12,6.6274484457876735e-12
475.71,18.101,23.23,LaNi5H6,2,2.4085134756379148e-11,2.412783288305248e-11
403.16,49.372,140.5,TiFeH2,1,1.7903614652045055e-13,1.8033940937984316e-13
490.83,34.293,121.37,LaNi5H6,2,3.07020307191381e-11,3.2502421608776864e-11
370.8,2.937,41.51,TiFeH2,1,6.2348495225615e-14,6.301648829263797e-14
643.03,14.879,36.28,MgH2,0,1.115348264845792e-12,1.0675956415494913e-12
683.55,6.491,159.62,MgH2,0,2.08175466176008e-12,2.1129010074007985e-12
337.69,24.865,68.83,LaNi5H6,2,1.3505804546877334e-12,1.2969199129447887e-12
447.0,45.225,187.25,MgH2,0,7.336309311370416e-15,7.0156088782153385e-15
308.64,22.255,74.47,MgH2,0,3.9918451816325335e-18,1e-16
316.65,6.864,41.41,MgH2,0,6.80967743099069e-18,1e-16
525.72,21.511,143.0,LaNi5H6,2,4.741661580962752e-11,4.793240379848374e-11
438.43,13.579,33.24,TiFeH2,1,3.9034020861661225e-13,4.0879456024243107e-13
308.69,38.069,111.22,TiFeH2,1,7.246139039817945e-15,7.230487685473248e-15
511.42,36.448,119.22,TiFeH2,1,1.6099793311569678e-12,1.5146516816985554e-12
379.96,3.075,43.9,MgH2,0,3.2554155685318176e-16,2.9964431906307714e-16
557.6,29.441,10.51,TiFeH2,1,3.16387959848629e-12,3.3609935363612136e-12
560.32,44.735,123.21,TiFeH2,1,3.335170459388557e-12,3.638513792791402e-12
528.97,24.513,39.17,MgH2,0,9.449033317464942e-14,9.82095442994709e-14
422.71,8.024,92.07,LaNi5H6,2,9.542151939069487e-12,9.79569235139174e-12
675.13,42.114,44.1,MgH2,0,2.067497767417498e-12,2.0056949688773034e-12
612.34,20.105,79.96,TiFeH2,1,6.077696465134317e-12,6.00102480296034e-12
414.76,39.89,117.44,TiFeH2,1,2.3748611492783983e-13,2.3202539363051773e-13
476.93,35.696,149.6,MgH2,0,2.0637153034939548e-14,1.992713255938751e-14
604.78,47.739,63.96,LaNi5H6,2,1.136087549452154e-10,1.1805425461748793e-10
498.2,23.766,120.37,LaNi5H6,2,3.345051086010544e-11,3.267916602525828e-11
666.54,26.124,136.06,MgH2,0,1.7308835981362133e-12,1.771262145587619e-12
552.67,45.621,61.91,MgH2,0,1.7952776775433298e-13,1.8293623481578634e-13
640.21,10.79,58.47,TiFeH2,1,7.945819549725628e-12,8.121199685250612e-12
375.79,10.887,117.72,MgH2,0,2.848009044182102e-16,2.7575892240599383e-16
525.19,2.48,153.17,LaNi5H6,2,4.268544486402478e-11,4.2082400166743676e-11
413.62,8.98,132.04,TiFeH2,1,2.1390968834817332e-13,2.0992569707424883e-13
345.93,3.538,101.31,LaNi5H6,2,1.567433993522095e-12,1.471572371295508e-12
598.45,42.62,51.11,LaNi5H6,2,1.0664645860296969e-10,1.1076748914817288e-10
610.32,15.043,195.17,TiFeH2,1,5.826661800510088e-12,5.9577207098352306e-12
365.7,29.862,33.56,LaNi5H6,2,2.9249939682918002e-12,3.086181187055826e-12
392.3,22.283,93.03,TiFeH2,1,1.2915143895809261e-13,1.3068734081235055e-13
528.74,24.405,29.1,TiFeH2,1,2.0739751191521417e-12,2.0107593290729426e-12
599.89,2.927,39.69,LaNi5H6,2,9.593845963895333e-11,9.824437420693592e-11
328.63,36.976,108.53,LaNi5H6,2,1.0420174125584073e-12,1.081719618113866e-12
390.76,37.514,89.66,MgH2,0,6.610194657108476e-16,6.693528067600772e-16
317.96,25.735,125.54,MgH2,0,8.155052498232358e-18,1e-16
647.1,43.048,72.04,MgH2,0,1.2807799828589456e-12,1.3004988642159849e-12
377.94,33.95,135.96,LaNi5H6,2,3.950322490959142e-12,3.964125124943062e-12
528.2,40.704,145.63,LaNi5H6,2,5.021463893668856e-11,5.0712226809262863e-11
351.65,46.306,163.82,LaNi5H6,2,2.0546638242791644e-12,2.106966284660965e-12
694.93,37.655,187.64,TiFeH2,1,1.413727602670095e-11,1.4119173345309687e-11
352.01,18.499,151.85,LaNi5H6,2,1.9954773064726244e-12,1.9898565362002046e-12
594.61,11.478,185.43,TiFeH2,1,4.790161819525882e-12,4.931089332683359e-12
343.43,3.188,188.6,MgH2,0,4.011362950745789e-17,1e-16
361.71,19.075,119.23,TiFeH2,1,5.165920101893941e-14,5.152013842252595e-14
673.17,37.824,180.08,TiFeH2,1,1.1630059685393504e-11,1.1537475068458987e-11
683.87,18.637,84.64,LaNi5H6,2,2.0767509617405836e-10,2.1046817901181993e-10
449.45,48.001,154.89,MgH2,0,8.076894126498262e-15,8.200445951545218e-15
497.4,33.033,55.85,TiFeH2,1,1.2737421742757574e-12,1.247696138211014e-12
446.2,13.28,111.6,LaNi5H6,2,1.4837439952141164e-11,1.5331270395798866e-11
478.51,15.323,107.12,TiFeH2,1,8.754416079418451e-13,8.397691992297333e-13
473.35,19.689,43.85,LaNi5H6,2,2.332106132436914e-11,2.3054898451909323e-11
652.87,8.438,167.09,TiFeH2,1,8.871603951205203e-12,9.374071364167079e-12
584.43,16.461,56.13,LaNi5H6,2,8.942840911962746e-11,8.710079080104563e-11
398.23,28.82,144.27,TiFeH2,1,1.531796534508029e-13,1.5313859884717288e-13
414.05,13.623,129.09,TiFeH2,1,2.2097711420945508e-13,2.1748673629721254e-13
325.53,39.062,111.88,MgH2,0,1.4446798943824976e-17,1e-16
357.81,49.778,171.87,MgH2,0,1.1542965217981573e-16,1.139092569758677e-16
431.34,2.756,168.18,MgH2,0,3.3205331947802373e-15,3.4080018745270245e-15
598.41,18.054,138.2,MgH2,0,4.728041471155347e-13,4.732016173026472e-13
427.23,49.421,109.52,LaNi5H6,2,1.1229315737992088e-11,1.1019831957719769e-11
647.78,5.666,44.26,LaNi5H6,2,1.4982837472453385e-10,1.5102093822828688e-10
674.73,46.446,128.31,MgH2,0,2.0558440890669416e-12,2.173826194090767e-12
642.65,9.477,191.07,MgH2,0,1.064920190213226e-12,1.0579546815960366e-12
621.55,49.001,48.19,LaNi5H6,2,1.322385546875118e-10,1.2714810636150884e-10
318.95,8.502,28.14,LaNi5H6,2,7.176608296323524e-13,7.076368277971901e-13
388.95,49.989,178.46,TiFeH2,1,1.2214114782663212e-13,1.2480148841015793e-13
656.32,25.442,197.83,MgH2,0,1.4463267744298406e-12,1.4015312708931283e-12
353.82,16.802,73.86,MgH2,0,8.571746414644381e-17,1e-16
667.14,37.608,16.44,TiFeH2,1,1.105976085644503e-11,1.1456697714784555e-11
536.03,39.248,103.34,MgH2,0,1.167268102560832e-13,1.1986304455510442e-13
300.4,18.97,45.48,LaNi5H6,2,3.872573322930162e-13,3.888449693145865e-13
559.19,14.401,29.45,LaNi5H6,2,6.859539102147373e-11,6.576984261491163e-11
307.14,5.358,104.43,TiFeH2,1,6.114030672910737e-15,5.90094447120269e-15
634.88,22.172,37.86,LaNi5H6,2,1.4329511310983054e-10,1.541312702246218e-10
388.06,2.608,117.03,TiFeH2,1,1.0231384597521058e-13,9.958270986336046e-14
445.68,29.92,58.92,MgH2,0,6.8559581416350466e-15,7.010057372464317e-15
621.91,35.785,179.03,MgH2,0,7.889031296416642e-13,7.959443520965041e-13
597.91,20.2,105.98,TiFeH2,1,5.144581569553268e-12,5.26077793781358e-12
563.77,25.02,108.36,MgH2,0,2.249330788953647e-13,2.211491140764151e-13
415.28,17.842,165.22,LaNi5H6,2,8.555192771425625e-12,8.23258064182603e-12
506.02,42.379,15.71,MgH2,0,5.166673601589169e-14,5.454895683634354e-14
521.83,8.008,177.27,MgH2,0,7.177165059478836e-14,6.892844037523278e-14
608.08,46.456,168.96,TiFeH2,1,6.017337511165355e-12,6.061275914060374e-12
573.0,3.671,38.38,MgH2,0,2.4538217383735004e-13,2.440132602267255e-13
396.39,22.962,152.66,MgH2,0,8.370667005014238e-16,8.487733544277129e-16
556.18,33.155,113.23,TiFeH2,1,3.108757451179807e-12,3.0717140280641795e-12
631.84,12.772,50.87,TiFeH2,1,7.349675413691971e-12,7.377493610960142e-12
596.18,28.554,63.16,LaNi5H6,2,1.0258327516131147e-10,1.0799827881234902e-10
442.53,17.847,11.2,LaNi5H6,2,1.4161016227441988e-11,1.4056131589121105e-11
522.49,38.038,59.36,LaNi5H6,2,4.6818036318732054e-11,4.839362825240929e-11
327.53,1.763,48.96,LaNi5H6,2,8.787147783582489e-13,8.661000765519737e-13
347.14,34.066,164.99,TiFeH2,1,3.2567281194596894e-14,3.3227724998956874e-14
488.38,44.204,190.43,LaNi5H6,2,2.992047227374954e-11,2.9369747779730257e-11
399.76,23.211,170.23,MgH2,0,9.804337688634462e-16,1.025036841355742e-15
571.63,36.884,172.35,LaNi5H6,2,8.110280765209743e-11,7.659479450769426e-11
478.56,39.821,103.57,TiFeH2,1,9.194009346949355e-13,9.737980987434968e-13
524.24,13.821,182.46,LaNi5H6,2,4.5620782103806035e-11,4.3781028630876864e-11
669.92,21.167,67.47,MgH2,0,1.8144858009982637e-12,1.7646333401250064e-12
486.69,12.689,123.19,MgH2,0,2.6464759873329184e-14,2.7680904688892927e-14
394.7,1.866,185.54,MgH2,0,6.470113513182884e-16,6.921555290987126e-16
644.29,25.4,100.31,LaNi5H6,2,1.554619174464627e-10,1.5810618782270586e-10
339.12,39.59,40.47,TiFeH2,1,2.4749252847831537e-14,2.399870533451034e-14
666.06,19.232,169.98,LaNi5H6,2,1.818277620176782e-10,1.906324836856317e-10
563.15,46.022,37.9,MgH2,0,2.312267429950042e-13,2.1641879507432215e-13
342.36,40.301,86.6,MgH2,0,4.47101858511219e-17,1e-16
490.28,25.722,196.85,MgH2,0,3.0865945841893787e-14,3.041574059068968e-14
694.02,42.28,99.66,TiFeH2,1,1.4155376873850187e-11,1.4005367946266286e-11
688.08,27.865,25.35,TiFeH2,1,1.319811444523823e-11,1.2934787624283839e-11
653.14,23.206,153.74,LaNi5H6,2,1.6595245143243263e-10,1.6225277183213874e-10
363.04,1.232,105.79,MgH2,0,1.2122897747455353e-16,1.1784572637000052e-16
351.32,42.918,108.75,TiFeH2,1,3.813754261936787e-14,3.7720590489598857e-14
310.59,22.071,181.99,LaNi5H6,2,5.60918024034859e-13,5.651299183140096e-13
680.51,17.643,39.83,LaNi5H6,2,2.0247289134990502e-10,2.0173774215155093e-10
603.74,35.701,82.45,TiFeH2,1,5.6711222521586925e-12,5.717561215816509e-12
430.33,35.208,85.27,MgH2,0,3.80762006878066e-15,3.66734735906026e-15
651.39,17.064,43.53,LaNi5H6,2,1.6202833982598315e-10,1.6239254913042608e-10
622.4,4.953,108.6,LaNi5H6,2,1.2021700909898852e-10,1.195137238077038e-10
361.31,1.358,185.52,MgH2,0,1.1018594906919426e-16,1.088295380870725e-16
343.86,17.954,127.52,LaNi5H6,2,1.5898049543262778e-12,1.720071443971796e-12
319.49,27.04,29.34,LaNi5H6,2,7.688238873468301e-13,7.56373823102827e-13
476.86,36.156,11.4,LaNi5H6,2,2.524939602563009e-11,2.4569163848810035e-11
464.95,49.648,188.04,TiFeH2,1,7.160289775095302e-13,6.935758242917247e-13
310.48,29.103,91.21,LaNi5H6,2,5.669735334338983e-13,5.637631442329129e-13
311.34,8.523,168.82,LaNi5H6,2,5.521769097843505e-13,5.468720234802189e-13
475.33,9.837,157.88,LaNi5H6,2,2.3216839775331832e-11,2.3468278918783707e-11
587.27,19.344,12.32,LaNi5H6,2,9.273040898172183e-11,9.479627082917412e-11
305.2,8.827,96.03,LaNi5H6,2,4.458576300999307e-13,4.491473546348356e-13
361.41,7.963,46.98,TiFeH2,1,4.902399859998177e-14,4.9353865496071947e-14
343.1,5.122,111.95,MgH2,0,4.0823764185643816e-17,1e-16
433.42,11.014,64.21,TiFeH2,1,3.4514498353594324e-13,3.493066894553192e-13
541.02,28.692,58.83,LaNi5H6,2,5.769174750064177e-11,5.842982240037014e-11
392.09,42.336,35.03,MgH2,0,7.125556089147942e-16,7.188175580840099e-16
442.08,40.423,81.98,LaNi5H6,2,1.452415836698764e-11,1.4775716532151475e-11
657.22,45.008,132.13,TiFeH2,1,1.009699278570978e-11,1.025536727611987e-11
511.46,27.704,175.82,LaNi5H6,2,4.0059906114634986e-11,4.0442509336454337e-11
494.79,37.846,51.66,LaNi5H6,2,3.2638873918626714e-11,3.281746327613141e-11
518.42,49.62,156.45,LaNi5H6,2,4.488017254183447e-11,4.480547934638893e-11
677.66,46.878,148.92,LaNi5H6,2,2.0609580094373333e-10,2.0715092040226072e-10
577.81,27.865,157.29,LaNi5H6,2,8.539326307585337e-11,8.395635296715037e-11
356.1,9.865,56.51,MgH2,0,9.478345874245553e-17,1e-16
670.77,33.001,108.64,LaNi5H6,2,1.9319457442278542e-10,1.8795813669446408e-10
640.11,42.206,140.06,LaNi5H6,2,1.5334648126223786e-10,1.577381456543893e-10
653.41,31.042,28.38,TiFeH2,1,9.590018272455159e-12,1.0001694458563032e-11
380.95,42.258,176.58,MgH2,0,4.0508728412718367e-16,4.0537111237442697e-16
309.94,39.89,190.03,MgH2,0,4.5510294342353335e-18,1e-16
509.37,16.307,30.1,LaNi5H6,2,3.826971908859568e-11,3.8545744819157126e-11
680.62,19.62,182.92,LaNi5H6,2,2.0269906613729298e-10,1.8940358982965177e-10
687.67,25.678,101.48,MgH2,0,2.4434145798358782e-12,2.491946770074993e-12
598.83,20.31,147.88,TiFeH2,1,5.193412494495634e-12,5.331940642096899e-12
335.62,13.166,28.42,TiFeH2,1,2.0578476732074998e-14,1.958023989028487e-14
668.67,2.899,64.83,TiFeH2,1,9.784621061522005e-12,1.0198483003571607e-11
